id,common_name,scientific_name,other_name,family,origin,type,dimension,cycle,attracts,propagation,watering,depth_water_requirement,volume_water_requirement,watering_period,plant_anatomy,sunlight,pruning_month,pruning_count,seeds,maintenance,care-guides,soil,growth_rate,drought_tolerant,salt_tolerant,thorny,invasive,tropical,indoor,care_level,pest_susceptibility,pest_susceptibility_api,flowers,flowering_season,flower_color,cones,fruits,edible_fruit,edible_fruit_taste_profile,fruit_nutritional_value,fruit_color,harvest_season,leaf,leaf_color,edible_leaf,cuisine,medicinal,poisonous_to_humans,poisonous_to_pets,description,other_images,dimensions.type,dimensions.min_value,dimensions.max_value,dimensions.unit,hardiness.min,hardiness.max,hardiness_location.full_url,hardiness_location.full_iframe,watering_general_benchmark.value,watering_general_benchmark.unit,depth_water_requirement.unit,depth_water_requirement.value,pruning_count.amount,pruning_count.interval,volume_water_requirement.unit,volume_water_requirement.value
1368,butterfly bush,"[""Buddleja davidii 'Attraction'""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,[],[],,"[{'part': 'flowers', 'color': ['purple']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['green']}]","['Sun', ' Partial Shade']","['February', 'March', 'April']",,TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=1368&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Medium,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,['purple'],,TRUE,[],FALSE,FALSE,FALSE,FALSE,FALSE,"Butterfly Bush (Buddleja davidii 'Attraction') is a popular and attractive summer flowering shrub. It's well known for its attractive flower spikes in a range of vibrant colours. It's sensory appeal doesn't end there though - it's butterfly attracting power is almost legendary. It's an incredibly easy to care for bush, needs little maintenance and is drought tolerant added bonus. It has great ornamental value in gardens and landscapes for that burst of colour and life with its beautiful arching branches that provide structure. It can easily fit into a native or exotic garden. Butterfly Bush (Buddleja davidii ‘Attraction’) is a must have for gardeners and nature lovers alike.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1368&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1368&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,,,1.0,yearly,,
1369,butterfly bush,"[""Buddleja davidii 'Black Knight'""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,,[],,"[{'part': 'flowers', 'color': ['dark-purple', 'purple-maroon']}, {'part': 'leaves', 'color': ['green']}, {'part': 'bud', 'color': ['dark-purple']}, {'part': 'stem', 'color': ['green']}, {'part': 'stalk', 'color': ['green']}]","['Sun', ' Partial Shade']","['March', 'April', 'August']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=1369&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Moderate,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['purple', 'black']",,TRUE,"['purple', 'black']",FALSE,FALSE,FALSE,FALSE,FALSE,"The butterfly bush (Buddleja davidii 'Black Knight') is truly an amazing plant species. During the summer, it produces fragrant clusters of deep purple, cone-shaped blooms that attract pollinators like butterflies and hummingbirds with its sweet aroma. Its lush foliage is celebrated for its unique dark-purple color that provides an interesting contrast to its bright blossoms. Due to its drought-tolerance, easy-care requirements, and low maintenance, this is an ideal choice for gardeners with limited time and resources. Additionally, the butterfly bush requires little pruning, making it great for beginning gardeners as well. With its unique characteristics and easy maintenance, the butterfly bush is a must for any backyard garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1369&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1369&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,inch,3,,,,
1370,butterfly bush,"[""Buddleja davidii 'Butterfly Heaven'""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,[],[],,[],"['Sun', ' Partial Shade']","['February', 'March', 'April']",,TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=1370&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Medium,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,['brown'],Fall,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"The butterfly bush (Buddleja davidii 'Butterfly Heaven') is an amazing plant because of its beauty and its ability to attract all kinds of butterflies. It has wonderfully fragrant blooms, with a variety of colors, making it a great choice for your garden. Its long branches, with their attractive flower clusters, also serve as a great habitat for butterflies, hummingbirds, and other pollinators. It's a fast growing, hardy shrub with a vibrant presence, sure to bring joy to any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1370&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1370&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,,,1.0,yearly,,
1371,butterfly bush,"[""Buddleja davidii 'Buzz Violet Blue'""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,,[],,[],"['Sun', ' Partial Shade']","['February', 'June', 'July', 'February', 'February', 'June', 'July', 'August', 'June', 'July', 'June', 'July', 'August']",,TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=1371&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Medium,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['blue', 'purple', 'violet']",Fall,TRUE,"['green', 'violet']",FALSE,FALSE,FALSE,FALSE,FALSE,"The Butterfly bush (Buddleja davidii 'Buzz Violet Blue') is an amazing plant species to have in the garden. It is an attractive, bushy shrub which produces masses of vibrant, violet-blue flowers all summer long. The flowers are particularly attractive to butterflies and bees, creating a vibrant buzz of activity in your garden. The plant is drought resistant, easy to look after, and copes well with most soils, making it a useful addition to any garden. Its vibrant and long-lasting flower display will give your garden a splash of colour throughout the warm months. Its bright, distinctive flowers make it a real eye-catcher!",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1371&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1371&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,inches,2,2.0,yearly,,
1372,butterfly bush,"[""Buddleja davidii 'Ellen's Blue'""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,,[],,"[{'part': 'flowers', 'color': ['violet-purple']}, {'part': 'stamens', 'color': ['yellow']}, {'part': 'branch', 'color': ['green']}, {'part': 'foliage', 'color': ['green']}]","['Sun', ' Partial Shade']","['March', 'April']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=1372&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Medium,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['blue', 'purple']",Summer,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"The Butterfly Bush (Buddleja davidii 'Ellen's Blue') is truly a sight to behold! This majestic shrub is ideal for gardeners in search of beauty and year-round color in their landscape. It is a deciduous plant, meaning it will lose its leaves and bloom in the summer months. The plant produces stunning lavender-blue flowers that are hugely attractive to butterflies, and its scent is simply delightful. With its bright foliage, fragrant blooms, and overall stunning display, the Butterfly Bush is sure to be the shining star of your outdoor space.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1372&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1372&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,inches,6,,,,
1373,butterfly bush,"[""Buddleja davidii 'Evil Ways'""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,,[],,[],"['Sun', ' Partial Shade']","['February', 'March', 'April']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=1373&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Medium,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,['purple'],Fall,TRUE,"['purple', 'black']",FALSE,FALSE,FALSE,FALSE,FALSE,"The Butterfly Bush (Buddleja davidii 'Evil Ways') is an amazing plant that will add color and beauty to any garden. The showy flower panicles come in a variety of colors including lilac, fuchsia, purple, and white. This shrub is a favorite of butterflies, making your garden come alive with activity. The fragrant blooms appear in summer and keep blooming until fall. Best of all, this drought tolerant bush requires minimal maintenance. Plant it once and it will reward you with its blooms for many years. Butterfly Bush (Buddleja davidii 'Evil Ways') is a great choice that will bring beauty and life to any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1373&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1373&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,inches,4,,,,
1374,butterfly bush,"[""Buddleja davidii 'Monrell' STRAWBERRY LEMONADE""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,[],[],,[],"['Sun', ' Partial Shade']","['February', 'March', 'April', 'June', 'July', 'August', 'February']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=1374&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Medium,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['yellow', 'pink']",,TRUE,[],FALSE,FALSE,FALSE,FALSE,FALSE,"The butterfly bush (Buddleja davidii 'Monrell' STRAWBERRY LEMONADE) is an amazing plant to have in your garden. Its unique colors, attractive clusters of flowers, and sweet aroma make it a great addition to any garden. In the summer, it blooms with unique pink and yellow flower bunches that attract a variety of butterfly species. Its energetic, vibrant flowers add a touch of beauty to your garden at any time of the year. Plus, the sweet scent of the blooms can bring such a relaxing feeling day and night in your outdoor living area. Add the butterfly bush to your garden and create a magical ambiance.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1374&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1374&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,,,,,,
1375,butterfly bush,"[""Buddleja davidii 'Monum' PETITE PLUM""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,[],[],,[],"['full sun', 'part sun/part shade']","['February', 'March', 'April']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=1375&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Moderate,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['purple'],FALSE,FALSE,FALSE,FALSE,FALSE,"Butterfly Bush (Buddleja davidii 'Monum' PETITE PLUM) is an amazing plant species because it produces a stunning colourque of small and colourful blooms in tones of purple, pink and white. Its delicate foliage provides a perfect backdrop for the beautiful blooms, providing year-round greenery. The plant is also known for attracting butterflies and other pollinators, making it a great choice for adding life and interest to your garden. Its compact size makes it perfect for small gardens and containers. The petite size of this butterfly bush also allows for easy maintenance and great for attracting both hummingbirds and butterflies for hours of enjoyment.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1375&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1375&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,,,,,,
1376,butterfly bush,"[""Buddleja davidii 'Nanho Blue'""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,,[],,[],"['Sun', ' Partial Shade']","['February', 'March', 'April']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=1376&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Moderate,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['blue', 'purple']",,TRUE,[],FALSE,FALSE,FALSE,FALSE,FALSE,"The Butterfly Bush (Buddleja davidii 'Nanho Blue') is a stunning plant species with much to offer. During mid-summer, it produces fragrant clusters of deep-blue flowers which attract an array of vibrant butterflies. The vigorous and fast-growing shrub is also popular for it's tolerance of poor soil, low maintenance, and long blooming period. During the fall, it produces silvery-green foliage, giving it beautiful year-round appeal. Growing up to 6 feet high and wide, this butterfly bush is the ideal perennial to add interest to the garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1376&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1376&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,inches,2,,,,
1377,butterfly bush,"[""Buddleja davidii 'Nanho Purple'""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,[],[],,[],"['full sun', 'part sun/part shade']","['February', 'March', 'April', 'May']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=1377&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Medium,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,['purple'],Fall,TRUE,"['green', 'purple']",FALSE,FALSE,FALSE,FALSE,FALSE,"Butterfly bush (Buddleja davidii 'Nanho Purple') is an amazing plant for the garden! With strong, upright branches clothed with profuse blooms, it boasts an attractive deep violet-purple flower clusters throughout the summer. It's sturdy, tireless and tolerant of numerous conditions, making it ideal for gardeners of all levels. The blooms of butterfly bush 'Nanho Purple' have a unique spicy fragrance and are a great nectar source for butterflies and bees. Plus, it is easy to care for since it is drought-tolerant and deer-resistant. Butterfly bush 'Nanho Purple' is truly a gardener's delight!",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1377&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1377&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,,,,,,
1378,butterfly bush,"[""Buddleja davidii 'Niche's Choice'""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,[],[],,[],"['Sun', ' Partial Shade']","['February', 'March', 'April']",,TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=1378&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,[],Fall,TRUE,"['green', 'yellow', 'cream']",FALSE,FALSE,FALSE,FALSE,FALSE,"Butterfly bush (Buddleja davidii 'Niche's Choice') is an amazing accent plant with its stunning deep violet blooms that attract butterflies, hummingbirds, and other beneficial pollinators all season long. It is prized for its low maintenance, since all it needs is occasional pruning to maintain desired shape. It's drought tolerant, fast growing, and hardy in USDA zones 5-9. Its flowers are a giant bunch of tiny blooms that give off a pleasant fragrance, making it perfect for areas or gardens that need some color and charm. Add to that, it's heat and humidity tolerant, and you've got one hard-working plant that you'll love for years.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1378&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1378&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,,,1.0,yearly,,
1379,butterfly bush,"[""Buddleja davidii 'Peakeep' PEACOCK""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,[],[],,[],"['Sun', ' Partial Shade']","['March', 'April', 'May', 'June', 'July', 'August', 'September', 'April', 'May', 'June', 'July', 'August', 'December', 'January', 'February']",,TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=1379&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Medium,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,[],Summer,TRUE,"['green', 'purple']",FALSE,FALSE,FALSE,FALSE,FALSE,"Butterfly bush (Buddleja davidii 'Peakeep' PEACOCK) is an amazing plant species because of its vibrant colours and plentiful blooms. The butterfly-like flowers come in shades of blue, purple and white, each with an orange eye and peachy undersides. Not only are the flowers spectacular and a favourite to many butterflies, bees and birds, but the shrub is easy to grow and maintain. This long-blooming shrub tolerates a wide range of soils, as well as heat, humidity and drought. It's strong, fast-growing, and transforms any garden into a pleasant haven for wildlife. Butterfly bush (Buddleja davidii 'Peakeep' PEACOCK) is a truly magnificent addition to any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1379&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1379&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,,,3.0,yearly,,
1380,butterfly bush,"[""Buddleja davidii 'PIIBD-I' FIRST EDITIONS GROOVY GRAPE""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,,[],,[],"['Sun', ' Partial Shade']","['March', 'April']",,FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=1380&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['purple', 'violet']",Fall,TRUE,[],FALSE,FALSE,FALSE,FALSE,FALSE,"The Butterfly Bush, or Buddleja davidii 'PIIBD-I' FIRST EDITIONS GROOVY GRAPE, is an amazing flowering shrub. It produces vibrant grape-colored, conical blooms that attract butterflies and other pollinators. It also has an attractive purple foliage, making it a great choice for ornamental gardens. This hardy, drought-resistant variety is low-maintenance, requiring minimal pruning and care, and will thrive in most sunny locations. Its fine texture and aromatic, fragrant flowers make it an excellent addition to any landscape, adding a beautiful splash of color, texture and scent.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1380&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1380&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,inches,2,1.0,yearly,,
1381,butterfly bush,"[""Buddleja davidii 'PIIBD-II' FIRST EDITIONS FUNKY FUCHSIA""]",[],Scrophulariaceae,"['China', 'Japan']",Deciduous shrub,6.00 to 12.00 feet,Perennial,"['Hummingbirds', ' Butterflies']","['Seed Propagation', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Layering Propagation']",Average,[],[],,"[{'part': 'flowers', 'color': ['pink-orange']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['green-brown']}]","['Sun', ' Partial Shade']","['May', 'June', 'July']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=1381&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],High,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Medium,"['Dieback', ' Fungal leaf spot', ' Mites', '  Deer resistant', ' Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,,Lilac to purple with orange throat,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['purple', 'violet', 'magenta']",,TRUE,"['green', 'purple']",FALSE,FALSE,FALSE,FALSE,FALSE,"The Butterfly Bush (Buddleja davidii 'PIIBD-II' FIRST EDITIONS FUNKY FUCHSIA) is an unbeatable shrub. It produces a profusion of fragrant flowers with beautiful shades of pink and purple, that bloom from mid to late summer. Its long panicles are ideal for attracting pollinators like bees, butterflies and hummingbirds. Plus, this species is easy to care for and grows rapidly. Ideal for sunny borders, it can be pruned back to the ground each spring to encourage new growth. With its vivid and fun color, the Butterfly Bush adds a delightful splash of color to any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,12.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=1381&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=1381&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,,,,,,
